squaremeters,numberofrooms,hasyard,haspool,floors,citycode,citypartrange,numprevowners,made,isnewbuilt,hasstormprotector,basement,attic,garage,hasstorageroom,hasguestroom,price,hasyard_num,squaremeters_hasyard,squaremeters_numberofrooms,haspool_num,squaremeters_haspool,squaremeters_citycode,citypartrange_num,squaremeters_citypartrange,numprevowners_num,squaremeters_numprevowners,squaremeters_made,isnewbuilt_num,squaremeters_isnewbuilt,hasstormprotector_num,squaremeters_hasstormprotector,squaremeters_basement,squaremeters_attic,squaremeters_garage,hasstorageroom_num,squaremeters_hasstorageroom,hasguestroom_num,squaremeters_hasguestroom,squaremeters_squared,numberofrooms_squared,squaremeters_bin,numprevowners_bin,avg_price_citypart,avg_size_rooms,price_per_sqm,rooms_per_floor
62530,32,1,1,75,37198,6,3,1993,1,0,1036,3428,278,0,6,6267352.3,1,62530,2000960,1,62530,2325990940,5,312650,2,125060,124622290,1,62530,0,0,64781080,214352840,17383340,0,0,6,375180,3910000900,1024,large,moderate,4990101.053989638,53083.895833333336,100.22952662721893,0.4266666666666667
49805,44,0,1,52,87751,9,6,1992,0,1,7181,439,615,0,4,4984392.2,0,0,2191420,1,49805,4370438555,8,398440,5,249025,99211560,0,0,1,49805,357649705,21864395,30630075,0,0,4,199220,2480538025,1936,medium,many,4954626.623069207,46489.81914893617,100.07814878024296,0.8461538461538461
4264,39,0,0,98,16931,5,7,2020,1,1,5778,8903,268,1,5,429800.0,0,0,166296,0,0,72193784,4,17056,6,25584,8613280,1,4264,1,4264,24637392,37962392,1142752,1,4264,5,21320,18181696,1521,small,many,5059792.208050436,45618.045454545456,100.79737335834896,0.3979591836734694
41856,40,1,1,43,55942,1,5,2006,1,1,8432,2811,324,1,6,4191936.6,1,41856,1674240,1,41856,2341508352,0,0,4,167424,83963136,1,41856,1,41856,352929792,117657216,13561344,1,41856,6,251136,1751924736,1600,medium,moderate,4903580.0811871225,50064.90243902439,100.15139048165138,0.9302325581395349
54847,38,1,1,39,96819,4,4,2020,1,0,5929,2894,395,0,7,5493084.0,1,54847,2084186,1,54847,5310231693,3,164541,3,164541,110790940,1,54847,0,0,325187863,158727218,21664565,0,0,7,383929,3008193409,1444,large,moderate,4932944.709190809,53917.017857142855,100.15286159680566,0.9743589743589743
98814,54,0,1,6,71845,10,8,2004,1,1,1153,4342,890,1,10,9887158.4,0,0,5335956,1,98814,7099291830,9,889326,7,691698,198023256,1,98814,1,98814,113932542,429050388,87944460,1,98814,10,988140,9764206596,2916,xlarge,many,4978566.710358566,52975.15503875969,100.05827514319833,9.0
14465,3,0,1,80,61595,3,6,2016,1,0,1861,1310,170,0,7,1453919.6,0,0,43395,1,14465,890971675,2,28930,5,72325,29161440,1,14465,0,0,26919365,18949150,2459050,0,0,7,101255,209236225,9,small,many,5026028.922322322,49232.99137931035,100.51293466989286,0.0375
99301,7,1,1,85,73684,10,5,2014,0,0,7473,5243,732,1,9,9941220.4,1,99301,695107,1,99301,7316894884,9,893709,4,397204,199992214,0,0,0,0,742076373,520635143,72688332,1,99301,9,893709,9860688601,49,xlarge,moderate,4978566.710358566,47766.854368932036,100.11198678764565,0.08235294117647059
18521,25,1,0,11,33897,6,6,2003,0,1,8307,1056,514,0,6,1858497.3,1,18521,463025,0,0,627806337,5,92605,5,92605,37097563,0,0,1,18521,153853947,19558176,9519794,0,0,6,111126,343027441,625,small,many,4990101.053989638,46283.2,100.34540791533935,2.272727272727273
65908,28,0,0,84,28574,2,8,2008,0,0,830,7908,444,1,0,6598156.8,0,0,1845424,0,0,1883255192,1,65908,7,461356,132343264,0,0,0,0,54703640,521200464,29263152,1,65908,0,0,4343864464,784,large,many,4931873.412525252,49761.75,100.11162226133398,0.3333333333333333
10897,39,1,1,13,85846,2,5,2017,0,0,399,1799,504,1,9,1097453.7,1,10897,424983,1,10897,935463862,1,10897,4,43588,21979249,0,0,0,0,4347903,19603703,5492088,1,10897,9,98073,118744609,1521,small,moderate,4931873.412525252,45618.045454545456,100.71154446177847,3.0
70390,87,1,0,96,694,4,5,2000,1,0,4293,4803,501,0,8,7045739.0,1,70390,6123930,0,0,48850660,3,211170,4,281560,140780000,1,70390,0,0,302184270,338083170,35265390,0,0,8,563120,4954752100,7569,large,moderate,4932944.709190809,50266.5462962963,100.09573803097031,0.90625
52685,48,0,0,75,80431,7,10,1994,1,1,6655,9072,897,1,10,5272224.4,0,0,2528880,0,0,4237507235,6,316110,9,474165,105053890,1,52685,1,52685,350618675,477958320,47258445,1,52685,10,526850,2775709225,2304,large,many,5069664.609451219,51258.17346938775,100.07069184777451,0.64
75135,44,1,1,46,21433,9,10,1992,0,0,8876,4933,105,1,8,7522188.2,1,75135,3305940,1,75135,1610368455,8,601080,9,676215,149668920,0,0,0,0,666898260,370640955,7889175,1,75135,8,601080,5645268225,1936,xlarge,many,4954626.623069207,46489.81914893617,100.11563452452253,0.9565217391304348
13388,87,1,1,69,61256,1,8,2003,0,0,2572,3787,553,0,9,1346253.3,1,13388,1164756,1,13388,820095328,0,0,7,93716,26816164,0,0,0,0,34433936,50700356,7403564,0,0,9,120492,179238544,7569,small,many,4903580.0811871225,50266.5462962963,100.55671496862863,1.2608695652173914
63427,24,0,0,83,17327,3,6,2004,0,0,5586,1906,106,1,9,6351101.4,0,0,1522248,0,0,1098999629,2,126854,5,317135,127107708,0,0,0,0,354303222,120891862,6723262,1,63427,9,570843,4022984329,576,large,many,5026028.922322322,48189.94782608696,100.13245778611633,0.2891566265060241
27818,7,1,0,72,78380,8,5,1997,1,0,134,5758,515,1,2,2786587.7,1,27818,194726,0,0,2180374840,7,194726,4,111272,55552546,1,27818,0,0,3727612,160176044,14326270,1,27818,2,55636,773841124,49,medium,moderate,5082120.242898551,47766.854368932036,100.17210798763391,0.09722222222222222
82739,60,0,1,37,86183,6,9,2016,0,1,3970,4851,350,1,10,8280296.6,0,0,4964340,1,82739,7130695237,5,413695,8,661912,166801824,0,0,1,82739,328473830,401366889,28958650,1,82739,10,827390,6845742121,3600,xlarge,many,4990101.053989638,54909.31304347826,100.07731057904978,1.6216216216216217
33327,38,0,0,55,74600,10,9,2010,0,1,6202,4233,198,0,2,3337341.0,0,0,1266426,0,0,2486194200,9,299943,8,266616,66987270,0,0,1,33327,206694054,141073191,6598746,0,0,2,66654,1110688929,1444,medium,many,4978566.710358566,53917.017857142855,100.13925645872716,0.6909090909090909
8894,77,1,1,53,89584,9,8,2005,0,1,7434,6089,854,0,10,900011.5,1,8894,684838,1,8894,796760096,8,71152,7,62258,17832470,0,0,1,8894,66117996,54155566,7595476,0,0,10,88940,79103236,5929,small,many,4954626.623069207,54677.36363636364,101.19310771306499,1.4528301886792452
7685,43,0,1,54,53674,4,8,1994,0,1,610,3674,394,1,2,775942.4,0,0,330455,1,7685,412484690,3,23055,7,53795,15323890,0,0,1,7685,4687850,28234690,3027890,1,7685,2,15370,59059225,1849,small,many,4932944.709190809,50215.08181818182,100.9684320104099,0.7962962962962963
94255,58,1,1,18,88815,3,5,2021,1,0,3504,4834,539,1,1,9431460.1,1,94255,5466790,1,94255,8371257825,2,188510,4,377020,190489355,1,94255,0,0,330269520,455628670,50803445,1,94255,1,94255,8884005025,3364,xlarge,moderate,5026028.922322322,51161.30434782609,100.06323378070128,3.2222222222222223
14610,91,1,1,62,95536,9,10,1999,0,1,8805,3156,726,1,6,1469296.9,1,14610,1329510,1,14610,1395780960,8,116880,9,131490,29205390,0,0,1,14610,128641050,46109160,10606860,1,14610,6,87660,213452100,8281,small,many,4954626.623069207,47260.33644859813,100.5678918548939,1.467741935483871
15534,19,0,1,23,58220,1,10,1995,0,0,7503,9157,728,1,3,1556351.5,0,0,295146,1,15534,904389480,0,0,9,139806,30990330,0,0,0,0,116551602,142244838,11308752,1,15534,3,46602,241305156,361,small,many,4903580.0811871225,52308.17307692308,100.19000257499678,0.8260869565217391
60610,70,1,0,50,27286,8,2,2009,0,0,5225,546,389,0,4,6068928.9,1,60610,4242700,0,0,1653804460,7,424270,1,60610,121765490,0,0,0,0,316687250,33093060,23577290,0,0,4,242440,3673572100,4900,large,few,5082120.242898551,52134.0412371134,100.13081834680746,1.4
78383,89,0,1,49,20678,4,10,2001,0,0,7570,7903,641,1,5,7844579.1,0,0,6976087,1,78383,1620803674,3,235149,9,705447,156844383,0,0,0,0,593359310,619460849,50243503,1,78383,5,391915,6143894689,7921,xlarge,many,4932944.709190809,54611.11111111111,100.08010793156679,1.816326530612245
44722,47,0,1,91,94840,6,8,1992,0,1,6947,9309,621,0,10,4477117.2,0,0,2101934,1,44722,4241434480,5,223610,7,313054,89086224,0,0,1,44722,310683734,416317098,27772362,0,0,10,447220,2000057284,2209,medium,many,4990101.053989638,50755.84745762712,100.10995036000179,0.5164835164835165
48189,98,0,0,84,8864,6,1,1990,1,1,5400,3533,875,1,6,4822319.0,0,0,4722522,0,0,427147296,5,240945,0,0,95896110,1,48189,1,48189,260220600,170251737,42165375,1,48189,6,289134,2322179721,9604,medium,few,4990101.053989638,52360.40909090909,100.070949801822,1.1666666666666667
37471,58,0,0,12,44690,1,3,2004,0,0,6521,9134,677,0,6,3747950.4,0,0,2173318,0,0,1674578990,0,0,2,74942,75091884,0,0,0,0,244348391,342260114,25367867,0,0,6,224826,1404075841,3364,medium,moderate,4903580.0811871225,51161.30434782609,100.02269488404366,4.833333333333333
64924,32,0,1,1,16865,7,8,1993,0,1,4430,3041,639,1,5,6496365.3,0,0,2077568,1,64924,1094943260,6,389544,7,454468,129393532,0,0,1,64924,287613320,197433884,41486436,1,64924,5,324620,4215125776,1024,large,many,5069664.609451219,53083.895833333336,100.06107602735506,32.0
65233,50,0,0,64,81436,4,2,1990,0,1,4103,6512,668,1,3,6526331.0,0,0,3261650,0,0,5312314588,3,195699,1,65233,129813670,0,0,1,65233,267650999,424797296,43575644,1,65233,3,195699,4255344289,2500,large,few,4932944.709190809,51185.91588785047,100.04646421289839,0.78125
65670,3,1,0,44,66416,1,6,2009,0,1,3615,4043,638,0,3,6570909.9,1,65670,197010,0,0,4361538720,0,0,5,328350,131931030,0,0,1,65670,237397050,265503810,41897460,0,0,3,197010,4312548900,9,large,many,4903580.0811871225,49232.99137931035,100.05953860210143,0.06818181818181818
90177,50,1,0,32,56996,1,7,2018,0,0,9300,4271,242,0,8,9024117.8,1,90177,4508850,0,0,5139728292,0,0,6,541062,181977186,0,0,0,0,838646100,385145967,21822834,0,0,8,721416,8131891329,2500,xlarge,many,4903580.0811871225,51185.91588785047,100.07116892333966,1.5625
4351,2,0,0,10,45952,7,1,1997,1,0,9610,6846,918,0,8,436269.7,0,0,8702,0,0,199937152,6,26106,0,0,8688947,1,4351,0,0,41813110,29786946,3994218,0,0,8,34808,18931201,4,small,few,5069664.609451219,48082.52525252525,100.26883475063204,0.2
98390,47,1,1,19,41275,5,4,2006,0,1,7835,8823,310,1,2,9849668.6,1,98390,4624330,1,98390,4061047250,4,393560,3,295170,197370340,0,0,1,98390,770885650,868094970,30500900,1,98390,2,196780,9680592100,2209,xlarge,moderate,5059792.208050436,50755.84745762712,100.10843175119422,2.473684210526316
43651,35,1,1,62,5601,7,3,2005,0,1,7503,8481,774,1,8,4374012.5,1,43651,1527785,1,43651,244489251,6,261906,2,87302,87520255,0,0,1,43651,327513453,370204131,33785874,1,43651,8,349208,1905409801,1225,medium,moderate,5069664.609451219,50742.40776699029,100.20417630753018,0.5645161290322581
1803,30,0,0,10,35491,9,2,1991,0,0,9587,1716,959,1,0,181859.1,0,0,54090,0,0,63990273,8,14424,1,1803,3589773,0,0,0,0,17285361,3093948,1729077,1,1803,0,0,3250809,900,small,few,4954626.623069207,52962.299065420564,100.86472545757071,3.0
80378,90,1,1,19,27990,7,10,2004,0,1,1432,4489,544,1,9,8045164.4,1,80378,7234020,1,80378,2249780220,6,482268,9,723402,161077512,0,0,1,80378,115101296,360816842,43725632,1,80378,9,723402,6460622884,8100,xlarge,many,5069664.609451219,49493.95505617977,100.09162208564533,4.7368421052631575
99291,89,0,0,40,38298,3,10,1990,1,1,4592,8562,369,1,1,9933729.0,0,0,8836899,0,0,3802646718,2,198582,9,893619,197589090,1,99291,1,99291,455944272,850129542,36638379,1,99291,1,99291,9858702681,7921,xlarge,many,5026028.922322322,54611.11111111111,100.04662053962595,2.225
18202,67,1,0,75,50682,10,3,2005,1,0,430,2294,758,1,7,1827703.5,1,18202,1219534,0,0,922513764,9,163818,2,36404,36495010,1,18202,0,0,7826860,41755388,13797116,1,18202,7,127414,331312804,4489,small,moderate,4978566.710358566,51010.74157303371,100.41223491923964,0.8933333333333333
76194,59,0,1,73,6817,2,2,2003,1,0,5896,9919,718,1,6,7627074.3,0,0,4495446,1,76194,519414498,1,76194,1,76194,152616582,1,76194,0,0,449239824,755768286,54707292,1,76194,6,457164,5805525636,3481,xlarge,few,4931873.412525252,47698.41176470588,100.10072052917552,0.8082191780821918
50114,15,1,1,14,44365,2,9,2001,1,1,1870,7534,386,1,9,5019918.1,1,50114,751710,1,50114,2223307610,1,50114,8,400912,100278114,1,50114,1,50114,93713180,377558876,19344004,1,50114,9,451026,2511412996,225,large,many,4931873.412525252,50661.854545454546,100.16997445823522,1.0714285714285714
48603,33,0,0,29,59422,3,7,2001,1,0,2968,2079,903,0,8,4862648.1,0,0,1603899,0,0,2888087466,2,97206,6,291618,97254603,1,48603,0,0,144253704,101045637,43888509,0,0,8,388824,2362251609,1089,medium,many,5026028.922322322,44081.009345794395,100.04831183260292,1.1379310344827587
48767,3,0,1,64,82521,2,3,2021,0,1,5056,9778,526,1,9,4883097.1,0,0,146301,1,48767,4024301607,1,48767,2,97534,98558107,0,0,1,48767,246565952,476843726,25651442,1,48767,9,438903,2378220289,9,medium,moderate,4931873.412525252,49232.99137931035,100.13117682039083,0.046875
91501,84,0,1,14,63857,3,4,2003,0,1,3065,388,494,1,10,9154474.3,0,0,7686084,1,91501,5842979357,2,183002,3,274503,183276503,0,0,1,91501,280450565,35502388,45201494,1,91501,10,915010,8372433001,7056,xlarge,moderate,5026028.922322322,50789.205882352944,100.04780603490673,6.0
22927,66,0,0,44,11710,9,3,2011,1,0,1239,8023,891,0,1,2297687.1,0,0,1513182,0,0,268475170,8,183416,2,45854,46106197,1,22927,0,0,28406553,183943321,20427957,0,0,1,22927,525647329,4356,small,moderate,4954626.623069207,49749.943181818184,100.21752082697257,1.5
51309,53,0,1,6,44580,5,10,1997,0,1,3727,6350,840,1,6,5135619.7,0,0,2719377,1,51309,2287355220,4,205236,9,461781,102464073,0,0,1,51309,191228643,325812150,43099560,1,51309,6,307854,2632613481,2809,large,many,5059792.208050436,46848.550458715596,100.09198581145608,8.833333333333334
89001,58,0,1,55,84458,8,7,2004,0,0,2445,9296,721,1,9,8904692.4,0,0,5162058,1,89001,7516846458,7,623007,6,534006,178358004,0,0,0,0,217607445,827353296,64169721,1,89001,9,801009,7921178001,3364,xlarge,many,5082120.242898551,51161.30434782609,100.05159942023124,1.0545454545454545
54040,92,0,1,93,795,8,7,2017,0,0,5805,904,540,0,9,5408568.7,0,0,4971680,1,54040,42961800,7,378280,6,324240,108998680,0,0,0,0,313702200,48852160,29181600,0,0,9,486360,2920321600,8464,large,many,5082120.242898551,51142.06,100.0845429311621,0.989247311827957
7477,35,1,0,18,321,9,3,1991,1,0,4255,2350,300,1,0,752083.1,1,7477,261695,0,0,2400117,8,59816,2,14954,14886707,1,7477,0,0,31814635,17570950,2243100,1,7477,0,0,55905529,1225,small,moderate,4954626.623069207,50742.40776699029,100.58621104721145,1.9444444444444444
41225,22,0,1,84,6420,7,1,2019,0,1,7546,3371,395,0,9,4130642.9,0,0,906950,1,41225,264664500,6,247350,0,0,83233275,0,0,1,41225,311083850,138969475,16283875,0,0,9,371025,1699500625,484,medium,few,5069664.609451219,53087.0,100.19752334748333,0.2619047619047619
77491,88,1,0,13,77053,10,3,2011,0,0,1982,7017,153,1,7,7755674.1,1,77491,6819208,0,0,5970914023,9,697419,2,154982,155834401,0,0,0,0,153587162,543754347,11856123,1,77491,7,542437,6004855081,7744,xlarge,moderate,4978566.710358566,46142.33720930233,100.08483694880695,6.769230769230769
43906,55,0,1,73,48720,10,9,2013,0,1,3357,9036,623,0,4,4397835.3,0,0,2414830,1,43906,2139100320,9,395154,8,351248,88382778,0,0,1,43906,147392442,396734616,27353438,0,0,4,175624,1927736836,3025,medium,many,4978566.710358566,58222.87155963303,100.16479068919965,0.7534246575342466
94824,72,1,0,59,71038,4,1,2009,0,1,2751,8348,527,0,0,9490121.9,1,94824,6827328,0,0,6736107312,3,284472,0,0,190501416,0,0,1,94824,260860824,791590752,49972248,0,0,0,0,8991590976,5184,xlarge,few,4932944.709190809,53759.36046511628,100.08143402514132,1.2203389830508475
33856,86,1,1,14,1448,4,8,1993,1,0,8649,7495,769,0,6,3392172.3,1,33856,2911616,1,33856,49023488,3,101568,7,236992,67475008,1,33856,0,0,292820544,253750720,26035264,0,0,6,203136,1146228736,7396,medium,many,4932944.709190809,48497.357142857145,100.19412511814744,6.142857142857143
69856,80,1,0,48,20532,5,2,1995,0,1,8366,3590,852,1,8,6993253.5,1,69856,5588480,0,0,1434283392,4,279424,1,69856,139362720,0,0,1,69856,584415296,250783040,59517312,1,69856,8,558848,4879860736,6400,large,few,5059792.208050436,50473.64772727273,100.10956109711407,1.6666666666666667
88586,31,1,0,79,85473,3,8,2009,0,0,8350,3424,826,0,8,8866194.9,1,88586,2746166,0,0,7571711178,2,177172,7,620102,177969274,0,0,0,0,739693100,303318464,73172036,0,0,8,708688,7847479396,961,xlarge,many,5026028.922322322,46894.04761904762,100.08573476621588,0.3924050632911392
67510,32,1,1,61,22236,1,7,2014,0,1,6018,7718,643,0,9,6758961.4,1,67510,2160320,1,67510,1501152360,0,0,6,405060,135965140,0,0,1,67510,406275180,521042180,43408930,0,0,9,607590,4557600100,1024,large,many,4903580.0811871225,53083.895833333336,100.11792919567472,0.5245901639344263
77703,22,0,1,18,64051,4,4,2021,1,1,4762,8678,172,1,8,7776678.1,0,0,1709466,1,77703,4976954853,3,233109,3,233109,157037763,1,77703,1,77703,370021686,674306634,13364916,1,77703,8,621624,6037756209,484,xlarge,moderate,4932944.709190809,53087.0,100.08208305985612,1.2222222222222223
72147,38,1,0,13,48522,5,2,2013,0,0,285,3733,882,0,9,7219271.3,1,72147,2741586,0,0,3500716734,4,288588,1,72147,145231911,0,0,0,0,20561895,269324751,63633654,0,0,9,649323,5205189609,1444,large,few,5059792.208050436,53917.017857142855,100.0633609159078,2.923076923076923
11339,96,0,0,70,3972,6,1,1996,1,1,2670,3572,872,0,9,1137389.6,0,0,1088544,0,0,45038508,5,56695,0,0,22632644,1,11339,1,11339,30275130,40502908,9887608,0,0,9,102051,128572921,9216,small,few,4990101.053989638,48098.66346153846,100.30775200634977,1.3714285714285714
81125,22,0,0,24,47940,7,9,2012,0,0,5869,2240,209,1,6,8113963.2,0,0,1784750,0,0,3889132500,6,486750,8,649000,163223500,0,0,0,0,476122625,181720000,16955125,1,81125,6,486750,6581265625,484,xlarge,many,5069664.609451219,53087.0,100.01803636363637,0.9166666666666666
48434,33,1,0,87,18849,3,9,2002,0,0,8173,6719,913,1,1,4854900.2,1,48434,1598322,0,0,912932466,2,96868,8,387472,96964868,0,0,0,0,395851082,325428046,44220242,1,48434,1,48434,2345852356,1089,medium,many,5026028.922322322,44081.009345794395,100.23744064087212,0.3793103448275862
56398,83,0,0,97,76970,9,7,2021,1,0,1613,2572,146,1,9,5644338.1,0,0,4681034,0,0,4340954060,8,451184,6,338388,113980358,1,56398,0,0,90969974,145055656,8234108,1,56398,9,507582,3180734404,6889,large,many,4954626.623069207,48097.990196078434,100.0804656193482,0.8556701030927835
95894,30,1,1,6,73763,10,4,2005,0,1,9186,75,132,1,5,9596889.5,1,95894,2876820,1,95894,7073429122,9,863046,3,287682,192267470,0,0,1,95894,880882284,7192050,12658008,1,95894,5,479470,9195659236,900,xlarge,moderate,4978566.710358566,52962.299065420564,100.07810186247315,5.0
23888,24,0,1,24,2000,4,6,2011,0,1,3055,3497,107,1,10,2394623.1,0,0,573312,1,23888,47776000,3,71664,5,119440,48038768,0,0,1,23888,72977840,83536336,2556016,1,23888,10,238880,570636544,576,small,many,4932944.709190809,48189.94782608696,100.24376674480911,1.0
4198,2,0,1,93,67957,4,9,2003,0,1,8268,4194,285,1,5,422549.3,0,0,8396,1,4198,285283486,3,12594,8,33584,8408594,0,0,1,4198,34709064,17606412,1196430,1,4198,5,20990,17623204,4,small,many,4932944.709190809,48082.52525252525,100.65490709861838,0.021505376344086023
67135,30,1,0,64,32695,3,8,2020,1,1,2579,3894,828,1,2,6723196.0,1,67135,2014050,0,0,2194978825,2,134270,7,469945,135612700,1,67135,1,67135,173141165,261423690,55587780,1,67135,2,134270,4507108225,900,large,many,5026028.922322322,52962.299065420564,100.14442541148432,0.46875
95162,10,1,0,13,66055,2,10,2005,0,1,8386,3445,692,0,4,9520376.5,1,95162,951620,0,0,6285925910,1,95162,9,856458,190799810,0,0,1,95162,798028532,327833090,65852104,0,0,4,380648,9055806244,100,xlarge,many,4931873.412525252,50025.61320754717,100.04388831676509,0.7692307692307693
999,30,0,1,11,26066,5,9,2006,1,0,3768,79,755,0,10,104307.6,0,0,29970,1,999,26039934,4,3996,8,7992,2003994,1,999,0,0,3764232,78921,754245,0,0,10,9990,998001,900,small,many,5059792.208050436,52962.299065420564,104.41201201201201,2.727272727272727
34982,30,1,0,66,5540,6,8,2001,0,1,224,802,474,1,1,3508325.1,1,34982,1049460,0,0,193800280,5,174910,7,244874,69998982,0,0,1,34982,7835968,28055564,16581468,1,34982,1,34982,1223740324,900,medium,many,4990101.053989638,52962.299065420564,100.2894374249614,0.45454545454545453
2183,10,0,1,31,87645,4,6,2020,1,0,31,6050,447,1,5,221187.0,0,0,21830,1,2183,191329035,3,6549,5,10915,4409660,1,2183,0,0,67673,13207150,975801,1,2183,5,10915,4765489,100,small,many,4932944.709190809,50025.61320754717,101.32249198350894,0.3225806451612903
67699,98,1,0,27,97638,4,9,2021,1,1,5976,31,899,1,6,6776755.1,1,67699,6634502,0,0,6609994962,3,203097,8,541592,136819679,1,67699,1,67699,404569224,2098669,60861401,1,67699,6,406194,4583154601,9604,large,many,4932944.709190809,52360.40909090909,100.10125851194256,3.6296296296296298
71143,10,1,1,10,87834,7,6,2018,1,1,6797,5738,739,1,9,7124217.8,1,71143,711430,1,71143,6248774262,6,426858,5,355715,143566574,1,71143,1,71143,483558971,408218534,52574677,1,71143,9,640287,5061326449,100,large,many,5069664.609451219,50025.61320754717,100.13940654737641,1.0
57244,58,0,0,79,20132,3,2,1991,1,1,1566,2214,998,1,9,5728704.1,0,0,3320152,0,0,1152436208,2,114488,1,57244,113972804,1,57244,1,57244,89644104,126738216,57129512,1,57244,9,515196,3276875536,3364,large,few,5026028.922322322,51161.30434782609,100.07518866606107,0.7341772151898734
17114,17,1,0,28,24388,3,6,2021,1,1,8327,911,668,1,0,1714461.1,1,17114,290938,0,0,417376232,2,34228,5,85570,34587394,1,17114,1,17114,142508278,15590854,11432152,1,17114,0,0,292888996,289,small,many,5026028.922322322,45905.11235955056,100.17886525651514,0.6071428571428571
83009,70,0,1,26,10894,5,1,2009,0,1,4251,1402,802,1,5,8305627.9,0,0,5810630,1,83009,904300046,4,332036,0,0,166765081,0,0,1,83009,352871259,116378618,66573218,1,83009,5,415045,6890494081,4900,xlarge,few,5059792.208050436,52134.0412371134,100.05695647459915,2.6923076923076925
52610,2,0,1,69,63116,5,2,2009,0,1,7247,592,478,1,3,5270005.9,0,0,105220,1,52610,3320532760,4,210440,1,52610,105693490,0,0,1,52610,381264670,31145120,25147580,1,52610,3,157830,2767812100,4,large,few,5059792.208050436,48082.52525252525,100.17118228473674,0.028985507246376812
7788,43,1,1,75,10731,3,6,1993,1,1,3932,2422,947,0,10,791624.3,1,7788,334884,1,7788,83573028,2,15576,5,38940,15521484,1,7788,1,7788,30622416,18862536,7375236,0,0,10,77880,60652944,1849,small,many,5026028.922322322,50215.08181818182,101.64667437082691,0.5733333333333334
5693,55,1,0,37,30805,8,9,2018,1,1,1638,986,442,1,0,576081.8,1,5693,313115,0,0,175372865,7,39851,8,45544,11488474,1,5693,1,5693,9325134,5613298,2516306,1,5693,0,0,32410249,3025,small,many,5082120.242898551,58222.87155963303,101.19125241524681,1.4864864864864864
48345,10,1,0,41,97159,4,5,2013,1,1,9057,4582,539,0,10,4842954.3,1,48345,483450,0,0,4697151855,3,145035,4,193380,97318485,1,48345,1,48345,437860665,221516790,26057955,0,0,10,483450,2337239025,100,medium,moderate,4932944.709190809,50025.61320754717,100.17487434067638,0.24390243902439024
53422,76,0,0,49,29508,8,1,2009,0,1,6497,693,563,1,9,5343686.9,0,0,4060072,0,0,1576376376,7,373954,0,0,107324798,0,0,1,53422,347082734,37021446,30076586,1,53422,9,480798,2853910084,5776,large,few,5082120.242898551,49569.20430107527,100.02783310246716,1.5510204081632653
64603,14,0,1,53,26609,7,5,2010,1,1,8634,9299,366,0,2,6469506.0,0,0,904442,1,64603,1719021227,6,387618,4,258412,129852030,1,64603,1,64603,557782302,600743297,23644698,0,0,2,129206,4173547609,196,large,moderate,5069664.609451219,47235.9900990099,100.14250112223891,0.2641509433962264
966,71,0,1,85,10121,9,8,1997,1,1,8735,9362,744,0,7,106121.7,0,0,68586,1,966,9776886,8,7728,7,6762,1929102,1,966,1,966,8438010,9043692,718704,0,0,7,6762,933156,5041,small,many,4954626.623069207,41453.257731958765,109.85683229813664,0.8352941176470589
47264,49,1,1,23,56118,10,5,1995,0,0,3771,5179,427,1,5,4732236.5,1,47264,2315936,1,47264,2652361152,9,425376,4,189056,94291680,0,0,0,0,178232544,244780256,20181728,1,47264,5,236320,2233885696,2401,medium,moderate,4978566.710358566,48992.79381443299,100.12348722071768,2.130434782608696
92992,24,1,1,18,10876,8,9,1991,0,1,7478,323,697,0,0,9305605.1,1,92992,2231808,1,92992,1011380992,7,650944,8,743936,185147072,0,0,1,92992,695394176,30036416,64815424,0,0,0,0,8647512064,576,xlarge,many,5082120.242898551,48189.94782608696,100.06887796799724,1.3333333333333333
303,75,0,0,24,7493,4,10,2021,1,1,782,9569,423,1,1,31966.1,0,0,22725,0,0,2270379,3,909,9,2727,612363,1,303,1,303,236946,2899407,128169,1,303,1,303,91809,5625,small,many,4932944.709190809,45973.42857142857,105.4986798679868,3.125
83635,31,0,1,23,95466,5,10,1998,1,1,469,5441,273,0,9,8369562.8,0,0,2592685,1,83635,7984298910,4,334540,9,752715,167102730,1,83635,1,83635,39224815,455058035,22832355,0,0,9,752715,6994813225,961,xlarge,many,5059792.208050436,46894.04761904762,100.07249118192144,1.3478260869565217
29689,45,1,0,22,40860,1,10,2014,1,1,8498,7641,347,1,7,2973788.4,1,29689,1336005,0,0,1213092540,0,0,9,267201,59793646,1,29689,1,29689,252297122,226853649,10302083,1,29689,7,207823,881436721,2025,medium,many,4903580.0811871225,55223.88181818182,100.16465357539829,2.0454545454545454
47239,58,0,0,19,89065,6,9,1993,1,0,8710,1880,447,1,6,4725416.3,0,0,2739862,0,0,4207341535,5,236195,8,377912,94147327,1,47239,0,0,411451690,88809320,21115833,1,47239,6,283434,2231523121,3364,medium,many,4990101.053989638,51161.30434782609,100.03209847795253,3.0526315789473686
10047,57,1,1,87,70247,2,10,2021,0,0,8671,4731,968,1,4,1012656.1,1,10047,572679,1,10047,705771609,1,10047,9,90423,20304987,0,0,0,0,87117537,47532357,9725496,1,10047,4,40188,100942209,3249,small,many,4931873.412525252,45919.9898989899,100.7918881258087,0.6551724137931034
